PM2.5,NO2,PM10,NO,NOx,O3,tavg,AQI
26.25,13.05,65.58,3.38,15.61,34.36,25.7,69
25.98,13.04,55.47,3.67,15.19,30.95,25.8,66
21.32,11.76,43.11,3.03,13.11,37.25,26.7,61
19.25,11.69,50.33,3.17,14.32,33.06,26.7,59
20.74,11.24,55.81,2.71,13.01,33.9,27.2,71
13.68,12.02,39.31,2.68,13.47,30.77,23.2,62
20.3,15.27,54.56,4.21,17.17,32.26,26.5,61
24.81,12.6,61.29,3.34,14.65,40.97,28.7,74
18.36,14.26,50.84,3.13,15.24,38.88,27.7,72
22.35,17.28,56.07,3.02,16.81,39.28,27.5,71
26.1,18.88,71.6,2.7,17.75,42.46,28.7,79
29.23,18.26,87.56,3.09,17.24,43.07,29.1,91
23.02,17.4,64.54,2.81,16.58,38.88,27.2,85
26.87,18.2,72.07,2.9,17.08,34.69,26.9,82
17.61,16.86,52.32,3,16.68,31.87,27.7,73
21.05,14.05,60.98,3.05,15.16,30.1,29.1,76
24.29,13.18,59.49,3.02,13.74,34.13,29,78
20.58,14.23,66.73,3.08,14.33,35.18,28.3,77
15.43,14.13,70.53,3.19,14.61,26.07,27.6,82
14.56,13.82,39.32,3.27,14.5,27.46,27.9,66
24.81,15.82,58.72,3.9,16.02,33.15,28.7,66
17.34,16.79,46.71,4.43,16.78,25.11,29,73
23.44,18.22,56.99,3.89,17.24,32.49,28.3,74
21.25,13.24,52.69,3.12,12.56,36.41,27.8,70
16.82,12.91,47.84,7.57,11.92,35.55,25.3,68
23.81,13.11,79.02,3.75,13.59,27.88,26.7,72
17.9,13.77,64,4.3,15.4,26.03,27.8,79
19.53,14.59,60.44,4.38,16.17,26.55,26.4,70
18.13,15.13,56.21,4.32,16.51,34.42,28.6,68
19.52,15.05,62.59,3.49,15.53,39.84,28.7,72
18.62,13.03,66.58,3.28,13.26,27.7,25.6,66
21.06,16.82,57.36,3.88,17.08,33.26,26.7,70
22.25,16.47,71.59,4.18,16.95,34.72,25.6,66
19.81,18.54,55.23,4.73,18.77,26.83,24.1,75
28.46,14.85,55.7,4.48,16.36,27.7,24.9,74
23.16,15.72,53.37,5.1,17.14,25.16,24.1,66
15.87,18.27,42.52,4.12,17.45,24.01,24.6,72
23.32,11.58,51.62,2.39,10.32,25.66,26.3,61
9.16,9.72,22.16,2.64,9.4,20.96,25.9,49
8.95,9.76,19.43,3.09,10.18,17.46,24.4,40
9.69,9.78,19.34,4.22,10.9,19.62,24.7,42
10.91,11.51,30.11,7.19,13.01,17.73,25.4,43
22.88,19.65,48.48,3.88,18.98,18.92,25.7,55
18.18,17.1,50.12,4.61,16.43,18.22,24.6,55
17.6,13.32,45.11,3.45,12.94,14.91,24.5,55
20.16,15.31,48.85,4.64,15.43,16.9,26.2,55
21.7,15.48,52.5,4.65,16.43,16.73,25.4,58
25.44,15.98,73.07,11.1,17.72,15.65,24.7,70
16.53,14.7,39.75,5.74,16.75,12.9,23.1,59
16.84,13.83,35.21,5.17,15.48,15.56,23,49
16.79,14.67,42.32,5.42,16.68,15.52,23.3,50
16.66,12.31,35.74,4.77,14.6,13.54,23.9,49
19.57,13.01,36.58,5.15,15.5,16.22,25,47
17.07,13.32,45.6,5.16,15.94,16.51,24.8,55
18.29,14.1,56.47,5.9,17.22,13.01,23.4,57
28.32,13.98,63.66,5.57,16.54,12.63,23.3,65
21.55,13.87,57.17,4.82,15.89,12.34,24.7,65
18.32,13.62,47.55,4.48,14.97,14.16,25.2,56
18.18,12.45,42.05,4.6,14.83,13.37,23.8,52
15.65,14.45,40.19,5.59,17.28,13.04,23.4,49
20.38,14.6,49.93,5.16,17.11,17.72,25.3,56
19.72,14.61,52.43,5.41,16.98,18.26,24.2,63
16.93,17.67,40.06,6.01,19.1,19.58,23.7,63
15.4,14.29,28.66,4.42,15.57,19.53,24.2,58
16.6,13.68,29.48,3.06,13.07,15.69,24.4,51
20.44,10.33,26.34,2.69,10.58,17.59,24.8,61
28.68,12.12,29.27,3.62,12.94,16.99,23.6,65
14.47,12.69,24.26,4.61,15,16.08,24.6,63
17.5,13.25,30.48,3.95,14.83,15.4,24.7,43
,,,,,,22.4,
,,,,,,22.6,
,,,,,,22.8,
,,,,,,23.3,
,,,,,,23.1,
,,,,,,23.4,
,,,,,,22.9,
,,,,,,23.7,
,,,,,,23.1,
,,,,,,24.6,
,,,,,,25.1,
,,,,,,24.3,
,,,,,,23.8,
,,,,,,22.4,
,,,,,,21.8,
,,,,,,22.2,
,,,,,,23.4,
,,,,,,24.4,
,,,,,,23.4,
,,,,,,24.5,
,,,,,,25.8,
,,,,,,25.1,
,,,,,,23.8,
,,,,,,23.7,
,,,,,,23.6,
,,,,,,24.1,
,,,,,,24.7,
,,,,,,22.9,
,,,,,,23.5,
,,,,,,23.9,
,,,,,,23,
,,,,,,22.8,
,,,,,,22.9,
,,,,,,21.9,
,,,,,,22.1,
,,,,,,23.4,
,,,,,,23.4,
,,,,,,22.4,
,,,,,,21.8,
,,,,,,21.9,
,,,,,,22.8,
,,,,,,23.4,
,,,,,,23.7,
,,,,,,22.7,
,,,,,,22.4,
,,,,,,21.6,
,,,,,,22.2,
,,,,,,23,
,,,,,,23.1,
,,,,,,22.8,
,,,,,,24.1,
,,,,,,24.1,
,,,,,,24.1,
,,,,,,24.1,
,,,,,,25,
,,,,,,25.6,
,,,,,,24.2,
,,,,,,25.3,
,,,,,,25.7,
,,,,,,25.6,
,,,,,,24.4,
,,,,,,24,
,,,,,,22.9,
,,,,,,23.8,
,,,,,,24.9,
,,,,,,24.8,
,,,,,,25.5,
,,,,,,24.4,
,,,,,,24.4,
,,,,,,23.9,
,,,,,,22.7,
,,,,,,22.1,
,,,,,,21.5,
,,,,,,21.6,
,,,,,,22.5,
,,,,,,22.8,
,,,,,,23.3,
,,,,,,23.8,
,,,,,,24,
,,,,,,22.1,
,,,,,,20.4,
,,,,,,22.1,
,,,,,,21.7,
,,,,,,22.8,
,,,,,,23.7,
,,,,,,24.3,
,,,,,,22.8,
,,,,,,23.3,
,,,,,,24.1,
,,,,,,22.4,
,,,,,,22.3,
,,,,,,23.5,
,,,,,,24.7,
,,,,,,23.5,
,,,,,,22.5,
,,,,,,23.6,
,,,,,,25.1,
,,,,,,25,
,,,,,,25.7,
,,,,,,23.7,
,,,,,,23.1,
,,,,,,21.7,
,,,,,,21.8,
,,,,,,21.2,
,,,,,,21.5,
,,,,,,22.5,
,,,,,,23.4,
,,,,,,23.6,
,,,,,,23.8,
,,,,,,23.3,
,,,,,,22.9,
,,,,,,22.7,
,,,,,,22.2,
,,,,,,21,
,,,,,,22,
,,,,,,23.5,
,,,,,,23.6,
,,,,,,23.7,
,,,,,,23.3,
,,,,,,21.9,
,,,,,,22.9,
,,,,,,24.1,
,,,,,,24.8,
,,,,,,24.3,
,,,,,,24.7,
,,,,,,24.5,
,,,,,,24.3,
,,,,,,23.8,
,,,,,,23.4,
,,,,,,23.4,
,,,,,,22.7,
,,,,,,21.3,
,,,,,,22.7,
,,,,,,23.7,
,,,,,,22.1,
,,,,,,22.8,
,,,,,,21.6,
,,,,,,21.6,
,,,,,,22.2,
,,,,,,22.8,
,,,,,,22.9,
,,,,,,22.2,
,,,,,,21.9,
,,,,,,21.4,
,,,,,,22.4,
,,,,,,21.8,
,,,,,,21.1,
,,,,,,19.4,
,,,,,,19.7,
,,,,,,21.5,
,,,,,,21.6,
,,,,,,21.9,
,,,,,,21.1,
,,,,,,20.8,
,,,,,,19.9,
,,,,,,20.8,
,,,,,,21,
,,,,,,20.9,
,,,,,,21.7,
,,,,,,21.3,
,,,,,,21.7,
,,,,,,21.3,
,,,,,,21.2,
,,,,,,20.4,
,,,,,,21.2,
,,,,,,20.8,
,,,,,,21.3,
,,,,,,21.8,
,,,,,,21.7,
,,,,,,22.1,
,,,,,,20.4,
,,,,,,20.3,
,,,,,,19.7,
,,,,,,20.6,
,,,,,,21.2,
,,,,,,21.7,
,,,,,,21.2,
,,,,,,21.2,
,,,,,,21.4,
,,,,,,21.2,
,,,,,,22.5,
,,,,,,22.8,
,,,,,,21.1,
,,,,,,20.6,
,,,,,,20.9,
,,,,,,21.9,
,,,,,,20.8,
,,,,,,21.9,
,,,,,,21.2,
,,,,,,21.6,
,,,,,,22.3,
,,,,,,21.4,
,,,,,,22.2,
,,,,,,21.6,
,,,,,,20.4,
,,,,,,21.3,
,,,,,,20.8,
,,,,,,21.8,
,,,,,,22.2,
,,,,,,22.2,
,,,,,,21.8,
,,,,,,21.8,
,,,,,,22.7,
,,,,,,23.8,
,,,,,,23.8,
,,,,,,22.5,
,,,,,,21.9,
,,,,,,21.6,
,,,,,,21.9,
,,,,,,21.7,
,,,,,,21.6,
,,,,,,22.4,
,,,,,,22.8,
,,,,,,22.7,
,,,,,,22.8,
,,,,,,22.1,
,,,,,,21.8,
,,,,,,22.1,
,,,,,,22.2,
,,,,,,22.4,
,,,,,,22.3,
,,,,,,22.1,
,,,,,,20.6,
,,,,,,21.7,
,,,,,,20.3,
,,,,,,20.7,
,,,,,,20.6,
,,,,,,23,
,,,,,,24,
,,,,,,23.9,
,,,,,,23.8,
,,,,,,22.8,
,,,,,,22.8,
,,,,,,19.8,
,,,,,,20.6,
,,,,,,22.8,
,,,,,,24.5,
,,,,,,24.4,
,,,,,,25.3,
,,,,,,25.8,
,,,,,,26.2,
,,,,,,26,
,,,,,,25.4,
,,,,,,25.3,
,,,,,,25,
,,,,,,24.6,
,,,,,,24.9,
,,,,,,26.7,
,,,,,,26.5,
,,,,,,26,
,,,,,,25.6,
,,,,,,27,
,,,,,,25,
,,,,,,24.6,
,,,,,,24.1,
,,,,,,24.7,
,,,,,,25.1,
,,,,,,25.9,
,,,,,,25.5,
,,,,,,25.5,
,,,,,,25.3,
,,,,,,25.3,
,,,,,,25.9,
,,,,,,26.2,
,,,,,,26.6,
,,,,,,26.7,
,,,,,,27.2,
,,,,,,27.2,
,,,,,,27.2,
,,,,,,27.2,
,,,,,,27.5,
,,,,,,27.7,
,,,,,,28.8,
,,,,,,28.1,
,,,,,,27.7,
,,,,,,27.7,
,,,,,,29.1,
,,,,,,27.7,
,,,,,,27.3,
,,,,,,27.6,
,,,,,,27.3,
,,,,,,27.1,
,,,,,,26.5,
,,,,,,26.5,
,,,,,,26.6,
,,,,,,26.6,
,,,,,,25.1,
,,,,,,25.3,
,,,,,,27.2,
,,,,,,27.7,
,,,,,,26.8,
,,,,,,27.1,
,,,,,,26,
,,,,,,26.6,
,,,,,,24.3,
,,,,,,24.4,
,,,,,,24.6,
,,,,,,26.5,
,,,,,,26.5,
,,,,,,26.6,
,,,,,,27,
,,,,,,26.5,
,,,,,,26.4,
,,,,,,27.1,
,,,,,,26.7,
,,,,,,26.4,
,,,,,,25.1,
,,,,,,26.9,
,,,,,,27,
,,,,,,26.5,
,,,,,,26.8,
,,,,,,27.2,
,,,,,,26.7,
,,,,,,26.1,
,,,,,,25.5,
,,,,,,25.4,
,,,,,,26.7,
,,,,,,23.8,
,,,,,,24,
,,,,,,25.7,
,,,,,,25.7,
,,,,,,25.1,
,,,,,,24.2,
,,,,,,23.3,
,,,,,,23.8,
,,,,,,25.8,
,,,,,,26.1,
,,,,,,24.3,
,,,,,,24.9,
,,,,,,25.3,
,,,,,,24.7,
,,,,,,24.8,
,,,,,,25.2,
,,,,,,25.3,
,,,,,,25.5,
,,,,,,25.9,
,,,,,,24.6,
,,,,,,23.8,
,,,,,,23.6,
,,,,,,24.8,
,,,,,,25.4,
,,,,,,25.6,
,,,,,,23.4,
,,,,,,23.6,
,,,,,,24.2,
,,,,,,23.2,
,,,,,,22.6,
,,,,,,22.3,
,,,,,,22.7,
,,,,,,22.7,
,,,,,,23.4,
,,,,,,23.4,
,,,,,,23.4,
,,,,,,24.3,
,,,,,,23.9,
,,,,,,24.1,
,,,,,,24.9,
,,,,,,24.5,
,,,,,,24.6,
,,,,,,22.8,
,,,,,,22.6,
,,,,,,23.7,
,,,,,,26.2,
,,,,,,26,
,,,,,,25.7,
,,,,,,26,
,,,,,,24.4,
,,,,,,23.6,
,,,,,,23.3,
,,,,,,24.9,
,,,,,,24.6,
,,,,,,25.3,
,,,,,,24.2,
,,,,,,22.8,
,,,,,,22.8,
,,,,,,23.2,
,,,,,,21.8,
,,,,,,21.1,
,,,,,,21.7,
,,,,,,22.7,
,,,,,,22.1,
,,,,,,21.6,
,,,,,,22.6,
,,,,,,23.1,
,,,,,,21.8,
,,,,,,21.2,
,,,,,,21.4,
,,,,,,22.6,
,,,,,,23.2,
,,,,,,23.4,
,,,,,,23.4,
,,,,,,23.1,
,,,,,,22.7,
,,,,,,23.5,
,,,,,,23.1,
,,,,,,23.2,
,,,,,,23.6,
,,,,,,23.2,
,,,,,,23.3,
,,,,,,22.7,
,,,,,,23.5,
,,,,,,24.3,
,,,,,,24.9,
,,,,,,25.5,
,,,,,,23.9,
,,,,,,24,
,,,,,,22.8,
,,,,,,23.2,
,,,,,,23.6,
,,,,,,22.7,
,,,,,,22.8,
,,,,,,22.9,
,,,,,,23.6,
,,,,,,23.6,
,,,,,,24.1,
,,,,,,22.4,
,,,,,,22.8,
,,,,,,23.6,
,,,,,,24.5,
,,,,,,24.1,
,,,,,,24.1,
,,,,,,22.7,
,,,,,,22.4,
,,,,,,21.7,
,,,,,,22.4,
,,,,,,23.9,
,,,,,,23.6,
,,,,,,22.6,
,,,,,,22.5,
,,,,,,22.3,
,,,,,,22.1,
,,,,,,22.6,
,,,,,,22.2,
,,,,,,23.1,
,,,,,,24,
,,,,,,24.1,
,,,,,,22.8,
,,,,,,23.6,
,,,,,,23.7,
,,,,,,24.1,
,,,,,,23.2,
,,,,,,23.7,
,,,,,,24,
,,,,,,24.3,
,,,,,,24.4,
,,,,,,22.4,
,,,,,,23.5,
,,,,,,23.9,
,,,,,,23.8,
,,,,,,24,
,,,,,,24.2,
,,,,,,23.1,
,,,,,,22.7,
,,,,,,22.3,
,,,,,,23.4,
,,,,,,24,
,,,,,,23,
,,,,,,23.1,
,,,,,,23.7,
,,,,,,24.8,
,,,,,,23.3,
,,,,,,22.6,
,,,,,,24.9,
,,,,,,22.8,
,,,,,,22.1,
,,,,,,22.5,
,,,,,,22.8,
,,,,,,22,
,,,,,,22.8,
,,,,,,24.2,
,,,,,,23.6,
,,,,,,23.8,
,,,,,,22.7,
,,,,,,22.9,
,,,,,,23.8,
,,,,,,24.7,
,,,,,,25.5,
,,,,,,25.1,
,,,,,,24.1,
,,,,,,24.3,
,,,,,,23.9,
,,,,,,22.5,
,,,,,,22.3,
,,,,,,22,
,,,,,,21.6,
,,,,,,22.5,
,,,,,,22.3,
,,,,,,21.7,
,,,,,,21.9,
,,,,,,22.3,
,,,,,,22.1,
,,,,,,21.7,
,,,,,,22.8,
,,,,,,21,
,,,,,,20.5,
,,,,,,21.4,
,,,,,,20.7,
,,,,,,18.4,
,,,,,,20.4,
,,,,,,21.8,
,,,,,,22.4,
,,,,,,22.8,
,,,,,,22.8,
,,,,,,22.5,
,,,,,,20.6,
,,,,,,21.1,
,,,,,,21.1,
,,,,,,22.5,
,,,,,,22.8,
,,,,,,24.2,
,,,,,,22.8,
,,,,,,23,
,,,,,,21.8,
,,,,,,20.4,
,,,,,,21,
,,,,,,21.1,
,,,,,,22.4,
,,,,,,21.7,
,,,,,,21.6,
,,,,,,21.9,
,,,,,,23.9,
,,,,,,23.2,
,,,,,,23.2,
,,,,,,22.1,
,,,,,,21.7,
,,,,,,22.1,
,,,,,,22.7,
,,,,,,21.6,
,,,,,,20.9,
,,,,,,20.6,
,,,,,,21.2,
,,,,,,20.6,
,,,,,,21.5,
,,,,,,20.6,
,,,,,,20.2,
,,,,,,18.7,
,,,,,,18.7,
,,,,,,19,
,,,,,,19.4,
,,,,,,20,
,,,,,,19.9,
,,,,,,20.3,
,,,,,,20.7,
,,,,,,20.2,
,,,,,,20.3,
,,,,,,21,
,,,,,,20.2,
,,,,,,20.3,
,,,,,,21.4,
,,,,,,22,
,,,,,,20.6,
,,,,,,20.5,
,,,,,,20.5,
,,,,,,21.1,
,,,,,,21.4,
,,,,,,21.6,
,,,,,,21.7,
,,,,,,21.5,
,,,,,,21.8,
,,,,,,22.4,
,,,,,,22.1,
,,,,,,21.8,
,,,,,,22,
,,,,,,21.9,
,,,,,,21.3,
,,,,,,21.1,
,,,,,,21,
,,,,,,21,
,,,,,,22.1,
,,,,,,22.1,
,,,,,,21.9,
,,,,,,21.2,
,,,,,,20.8,
,,,,,,22.2,
,,,,,,21.5,
,,,,,,21.1,
,,,,,,21.2,
,,,,,,23,
,,,,,,23.4,
,,,,,,23.2,
,,,,,,23,
,,,,,,22.7,
,,,,,,22.9,
,,,,,,22.8,
,,,,,,22.7,
,,,,,,22.6,
,,,,,,22.3,
,,,,,,21.9,
,,,,,,21.9,
,,,,,,22.2,
,,,,,,22.3,
,,,,,,22.2,
,,,,,,22.2,
,,,,,,22.7,
,,,,,,22.6,
,,,,,,23,
,,,,,,22.5,
,,,,,,22.7,
,,,,,,23.5,
,,,,,,24.3,
,,,,,,24.7,
,,,,,,23.2,
,,,,,,22.5,
,,,,,,22.9,
,,,,,,22.5,
,,,,,,23.3,
,,,,,,23.3,
,,,,,,24,
,,,,,,23.7,
,,,,,,23.5,
,,,,,,24,
,,,,,,24,
,,,,,,23.8,
,,,,,,21.9,
,,,,,,24.9,
,,,,,,24.9,
,,,,,,25.4,
,,,,,,25.2,
,,,,,,25.5,
,,,,,,25.6,
,,,,,,26,
,,,,,,25.7,
,,,,,,25.7,
,,,,,,26.6,
,,,,,,26.6,
,,,,,,26.2,
,,,,,,24.9,
,,,,,,24.7,
,,,,,,25.6,
,,,,,,27,
,,,,,,27.1,
,,,,,,26.4,
,,,,,,26.7,
,,,,,,27.1,
,,,,,,27.3,
,,,,,,27.5,
,,,,,,27.6,
,,,,,,27.5,
,,,,,,27.2,
,,,,,,26.8,
,,,,,,26.6,
,,,,,,26.5,
,,,,,,26.3,
,,,,,,26.7,
,,,,,,27.1,
,,,,,,26.7,
,,,,,,27.1,
,,,,,,27,
,,,,,,27.2,
,,,,,,26.7,
,,,,,,25,
,,,,,,24.8,
,,,,,,25.4,
,,,,,,26.3,
,,,,,,25.6,
,,,,,,23.8,
,,,,,,26,
,,,,,,27.9,
,,,,,,27.3,
,,,,,,26.7,
,,,,,,26.3,
,,,,,,27,
,,,,,,27.8,
,,,,,,27.9,
,,,,,,28.5,
,,,,,,28.2,
,,,,,,29.1,
,,,,,,28.1,
,,,,,,24.9,
,,,,,,26.3,
,,,,,,26.3,
,,,,,,25.5,
,,,,,,23.9,
,,,,,,25.2,
,,,,,,26,
,,,,,,26.1,
,,,,,,25.3,
,,,,,,22.6,
,,,,,,22.1,
,,,,,,21.3,
,,,,,,22.9,
,,,,,,25.2,
,,,,,,25.2,
,,,,,,23.9,
,,,,,,23.8,
,,,,,,24.3,
,,,,,,20.6,
,,,,,,21.8,
,,,,,,22.8,
,,,,,,23.8,
,,,,,,24.5,
,,,,,,26.2,
,,,,,,24.6,
,,,,,,24.9,
,,,,,,26.1,
,,,,,,24.5,
,,,,,,24.8,
,,,,,,23.9,
,,,,,,24.1,
,,,,,,25.2,
,,,,,,25.7,
,,,,,,24.1,
,,,,,,24.2,
,,,,,,24.4,
,,,,,,24.8,
,,,,,,24.9,
,,,,,,25.1,
,,,,,,24.3,
,,,,,,24,
,,,,,,23.6,
,,,,,,23,
,,,,,,23.6,
,,,,,,23.6,
,,,,,,23.7,
,,,,,,24.5,
,,,,,,24.6,
,,,,,,23.8,
,,,,,,24.2,
,,,,,,24.1,
,,,,,,23.2,
,,,,,,22.7,
,,,,,,23.1,
,,,,,,22.8,
,,,,,,22.4,
,,,,,,23.2,
,,,,,,23.7,
,,,,,,22.5,
,,,,,,23.9,
,,,,,,23.2,
,,,,,,23.6,
,,,,,,24.1,
,,,,,,23.5,
,,,,,,22.5,
,,,,,,22.9,
,,,,,,22.1,
,,,,,,21.4,
,,,,,,21.4,
,,,,,,21.7,
,,,,,,22.4,
,,,,,,21.7,
,,,,,,23.2,
,,,,,,21.6,
,,,,,,21.2,
,,,,,,22.3,
,,,,,,22,
,,,,,,23.2,
,,,,,,22.6,
,,,,,,24.7,
,,,,,,24.9,
,,,,,,23.7,
,,,,,,23.2,
,,,,,,23.1,
,,,,,,22.8,
,,,,,,24.1,
34.058,15.39,57.786,16.3,22.68,11.35,26.1,96.6
45.898,13.42,100.748,16.49,23.09,9.16,26.8,111
65.84,19.56,145.442,9.72,9.99,13.45,26.9,179.8
186.108,16.2,174.284,9.6,11.71,10.33,26,170.4
24.754,16.3,96.998,9.16,12.94,9.36,26.2,99.8
38.636,35.6,153.072,30.58,13.42,12.61,25.7,107
43.368,46.38,134.728,43.92,13.32,13.94,25.3,122.4
25.44,37.79,118.072,26.74,10.98,38.29,25.6,98.8
80.918,42.65,134.728,39.24,10.52,27.34,24.8,241.6
29.38,19.17,57.544,10.2,11.15,27.19,24.3,91
59.75,49.87,134.728,55.04,14.65,19.04,24.3,122.4
89.898,30.31,234.006,23.78,15.71,18.32,23.6,122.4
122.918,64.35,127.61,48.95,12.73,17.25,23.9,117.4
104.282,38.23,134.728,29.88,15.74,23.68,23.3,115.2
153.93,23.87,224.03,18.58,12.97,14.1,24.8,191.6
51.988,18.39,62.322,12.29,12.51,13.22,25.1,93
48.188,17.4,57.31,9.57,12.93,26.34,24.5,127
305.024,30.7,109.51,24.48,9.26,29.08,23.8,152.4
108.16,41.8,97.856,42.76,9.43,27.45,24,134.6
277.804,27.9,83.544,21.82,11.76,32.32,24.2,144.8
200.418,59.26,116.758,43.8,8.54,18.84,24.3,233.4
80.834,46.77,153.836,45.63,8.85,24.98,25.1,160.4
175.65,37.55,135.638,34.64,10.49,42.33,25.5,229.6
53.954,9.89,118.334,12.39,14.62,37.17,25.1,108.8
47.172,10.14,118.334,34.39,14.56,17.11,25.1,107
90.358,10.44,123.002,30.07,14.43,20.18,25.3,154
57.708,12.63,119.902,8.83,13.41,27.02,25.3,97.4
62.396,16.83,105.264,10.41,14.9,36.68,25.5,148.8
58.256,41.79,118.098,44.65,13.2,26.29,26.3,161.6
79.266,23.84,135.522,21.66,15.56,21.75,25.4,117.4
67.046,46.59,179.208,44.76,14.26,38.57,25.3,163
52.402,26.05,106.044,21.43,12.53,42.61,25.4,121.6
43.758,15.82,162.732,10.61,20.87,38.8,25.7,155.4
35.954,14.89,121.974,9.09,17.92,29.08,25.4,170
29.396,14,189.326,9.22,16.97,36.62,25.3,103.8
49.722,19.17,143.05,15.68,16.44,29.93,25.9,170
48.978,16.7,181.938,11.9,17.47,37.13,26,111.2
33.624,13.46,140.55,8.78,16.99,33.12,26.1,113.2
36.15,12.98,145.954,8.35,17.84,33.17,25.4,129.8
42.142,13.43,159.258,8.43,19.17,31.08,25.2,126.4
43.742,13.2,167.814,8.99,16.15,40.77,24.8,121.6
34.264,14.8,150.676,11.62,17.39,40.57,25.8,121.6
42.482,14.27,158.834,10.77,16.47,47.85,26.1,120.8
61.836,14.16,161.372,11.4,14.83,36.94,26.2,115.4
45.992,12.97,166.064,9.83,15.28,31.32,26.4,147.4
44.906,13.02,199.49,9.97,16.57,26.41,26.8,126.6
69.686,12.63,167.374,9.55,15.2,30.87,26.4,148.6
69.24,14.43,117.57,11.76,11.95,33.53,26.3,143.4
97.792,15.78,121.954,12.57,10.13,33.83,26.2,212.6
156.24,15.2,159.092,12.62,10.55,19.3,25.8,307.2
57.84,13.43,168.808,12.1,13.11,30.22,25.7,118
68.564,11.56,195.938,9.33,14.85,24.91,26.1,155.4
63.604,11.4,168.012,8.72,12.7,30.54,26.2,172.4
58.306,15.81,166.476,13.54,13.57,25.03,25.7,90.4
68.278,14.44,174.944,14.05,14.09,29.33,25.7,161.6
43.64,11.57,156.466,10.83,16.94,30.18,25.7,170
34.822,13.22,61.318,7.97,15.59,29.46,27.1,106
76.884,11.24,163.578,10.16,12.99,40.47,27.8,271.2
89.284,11.7,216.59,8.73,11.08,25.91,27.9,221.4
47.592,11.38,108.29,8.16,11.91,52.44,28.3,103.2
52.82,10.95,90.89,8.66,12.26,93.22,28.2,116.4
107.738,12.29,103.316,10.02,11.48,47.22,28.4,193.4
78.168,11.37,166.106,9.25,11.41,41.26,29,188.6
108.28,14.04,91.66,10.67,8.45,63.26,29.2,222.4
59.848,16.34,52.058,11.44,8.46,105.13,28.7,165.6
62.202,18.61,114.172,11.05,11.19,85.37,28.5,168.2
166.914,18.9,106.87,10.26,10.12,64.65,28.3,260.8
40.556,18.29,77.65,10.03,12.99,77.43,28,101.4
42.696,22.44,76.094,10.07,16.57,34.6,27.3,95.8
55.474,21.64,82.688,10.4,19.98,35.85,27.7,99
43.838,16.02,116.972,11.46,14.87,57.14,28.4,105.2
50.996,16.2,71.226,11.18,13.81,52.68,28,110.2
48.93,16.41,103.41,9.82,14.35,51.23,28.8,99.8
113.688,35.78,153.144,30.73,13.25,47.28,28.4,207.6
82.186,24.87,150.316,17.08,14.08,52.19,27.9,192.8
95.056,48.6,171.288,35.48,17.67,73.63,28,243.6
117.926,54.96,179.208,46.92,14.34,34.43,28.8,278.2
65.132,22.4,140.15,14.24,16.37,48.82,28.6,171.2
108.846,22.22,124.79,14.93,13.62,35.5,27.9,176.2
64.336,36.81,175.916,24.83,15.25,54.8,29.1,117.4
60.422,22.96,109.76,14.05,12.06,49.91,29.6,95.6
173.51,30.32,152.52,26.85,14.48,30.17,29.4,236.8
149.04,112.29,92.732,31.23,12.77,38.67,29.2,333
205.65,98.75,102.234,26.97,14.71,39.17,29.1,92.2
140.21,31.79,179.49,16.83,25.73,44.52,28.7,318
266.29,50.12,181.31,39.96,20.48,27.64,29.2,408
88.65,38.75,145.626,22.83,20.64,27.68,29.7,448
81.34,48.15,133.99,31.78,19.74,27.69,29.8,97.6
144.46,25.53,99.85,12.8,16.36,27.57,30.1,122
51.69,46.48,134.946,37.45,16.09,27.62,30.1,312
103.75,36.98,186.34,42.23,14.4,27.54,29.8,289
106.27,38.34,177.244,33.67,14.8,27.65,30.6,206
42.82,35.32,101.628,23.17,16.86,27.6,31.4,248
187.51,26.89,90.144,20.88,17.5,27.57,31.4,145.2
85.86,26.79,141.862,17.2,17.04,27.58,31.1,302
83.19,16.84,136.754,9.46,15.85,23.22,30.7,193
48.35,18.16,130.344,13.12,15.86,13.38,30.6,151
73.66,17.07,144.948,8.54,17.64,24.4,30.6,137
66.72,16.79,90.712,12.08,15.37,22.29,30.7,208
80.79,16.3,140.676,12.98,17.21,19.22,30.1,172
75.59,16.81,121.6,8.57,18.36,27.01,30.3,149
75.82,17.27,136.754,7.44,15.86,27.57,29.8,157
80.23,20.43,112.7,12.33,13.51,23.1,28.3,242
87.48,18.6,126.07,7.97,17.24,27.62,29.2,205
72.65,18.34,68.49,9.4,13.71,28.02,26.3,245
90.72,19.6,153.738,12.93,13.63,24.24,28.9,244
73.28,22.18,152.816,10.34,20.41,27.79,29.1,152
73.33,22.69,160.388,10.84,19.72,27.81,29.7,152
71.17,29.45,160.49,18.3,18.05,27.86,30.2,148
78.58,69.16,177.288,59.44,19.01,27.82,30.7,149
74.55,37.66,144.49,24.69,18.13,27.79,30.7,158
73.8,25.18,153.646,10.66,18.57,27.76,31.3,145
69.28,41.89,159.66,27.38,18.28,27.59,31.6,142
70.45,39.33,178.942,27.72,14.56,27.91,29.3,180
60.15,35.63,168.744,32.58,10.76,34.254,30,130
57.57,36.72,99.212,35.23,6.91,29.346,30.8,102
67.8,26.61,124.14,21.79,8.07,35.95,30.4,113
70.85,45.19,186.222,45.19,7.91,15.658,30.7,136
63.16,49.3,135.976,41.12,9.38,12.268,31.2,130
55.47,58.18,115.944,42.65,10.16,0.758,31.6,115
