PM2.5,NO2,PM10,NO,NOx,O3,tavg,AQI
22.9,27.25,69.49,12.62,26.71,24.16,29.7,87
15.66,24.52,56.71,9.94,22.68,23.54,28.5,78
22.52,26.18,66.98,11.93,25.22,22.22,28.6,78
16.91,22.84,51.03,8.13,19.7,22.84,27.7,68
29.42,27.89,81.97,12.1,26.39,26.67,27.4,75
33.92,28,92.41,12.82,26.89,26.15,28.7,98
40.16,29.72,96.13,17.97,32.24,34.94,29,105
57.99,36.77,143.97,30.13,46.78,44.29,28.8,140
43.07,34.07,94.9,17.87,35.15,32.54,27.2,113
39.48,33.82,108.22,20.52,36.22,32.66,27.3,108
58.75,36.98,140.15,18.29,37.52,40.18,27.6,127
55.88,33.46,137.81,13.36,31.6,36.23,27.7,133
44.85,33.4,116.56,17.58,34.71,38.81,27.2,123
77.02,45.5,182.89,40.81,58.38,51.37,27.5,165
100.82,50.32,215.18,34.75,54.51,53.51,27.7,208
98.07,48.05,203.36,35.13,53.08,47.07,27.9,243
103.45,48.54,209.42,35.55,53.06,44.45,28.1,235
132.57,51.27,255.42,43.72,63.23,44.55,27.8,282
116.33,50.83,239.47,52.78,68.23,43.59,27.6,285
133.35,58.61,285.26,67.74,86.5,53.79,28.6,291
146.37,53.03,279.78,39,62.13,55.69,28.6,320
121.68,46.51,245.2,18.94,42.73,49.68,28.2,300
90.41,39.62,203.39,13.39,34.81,42.7,28.5,265
76.77,51.37,174.84,31.61,53.94,43.23,27.3,170
98.05,48.83,203.14,35,53.46,33.47,26,242
115.16,51.05,235,34.79,55.42,36.8,24.7,254
93.51,50.05,213.26,34.86,57.98,39.48,25.2,243
122.12,57.92,268.58,56.07,80.24,44.15,25.3,248
173.56,67.36,346.51,84.08,108.93,57.94,25.6,335
129.9,52.55,270.87,42.42,64.73,52.25,25.2,331
148.73,56.43,290.6,61.19,83.98,50.59,24.9,315
198.81,48.37,321.68,46.63,68.91,47.27,25.1,354
301.39,48.45,420.35,35.11,59.73,42.79,25,417
287.56,60.03,440.77,58.36,86.74,33.2,24.1,419
279.32,63.87,454.35,87.7,113.63,34.86,25.2,452
314.32,71.37,500.04,99.58,123.63,38.29,24.7,460
388.45,73.61,584.15,62.6,96.68,49.77,25.4,591
320.26,54.1,467.74,34.23,61.32,35,24.5,473
582.28,49.67,706.58,28.98,53.58,33.91,23.4,659
272.3,44.53,386.16,29.75,51.48,36.82,24.1,532
190.41,44.32,296.98,32.28,53.16,39.23,23.5,385
101.09,54.77,207.19,57.56,81.72,29.77,23.4,265
182.47,51.64,292.56,29.02,54.77,23.72,20.6,296
154.14,52.79,253.44,51.48,73.74,32.33,21.9,346
140.8,44.01,230.5,35.56,56.07,30.42,21.6,321
192.35,50.35,296.44,30.88,56.41,38.5,20.5,339
252.48,61.36,380.54,45.96,75.05,42.35,19.7,376
384.34,66.1,529.59,51.47,83.09,48.8,17.9,475
383.36,73.6,541.19,62.74,94.33,39.52,20.3,532
371.42,82.63,545.66,77.46,114.67,26.54,20.2,537
423.52,59.35,576.12,44.06,73.02,37.71,21.2,595
174.03,42.35,293,23.38,45.36,31.94,22.2,438
96.34,33.78,165.5,14.48,32.29,27.01,23,273
108.4,40.05,181.67,29.18,49.47,30.33,18.5,245
126.92,52.79,218.13,52.44,77.11,31.56,19,251
175.19,77.62,295.47,79.63,106.76,38.99,19.1,315
217.7,91.65,363.77,104.83,135.9,48.43,19.3,375
201.17,75.08,332.6,83.99,113.99,41.54,19.7,377
130.41,52.7,224.14,33.69,60.68,25.58,20.4,334
107.86,43.51,178.21,19.82,42.87,29.6,20.7,264
122.37,53.29,213.67,44.39,69.13,31.86,20,269
114.27,53.83,225.78,49.17,73.89,39.21,21.6,284
65.7,42.94,128.1,19.37,41.04,30.2,20.4,166
31.03,32.3,58.6,10.57,27.14,28.72,18.3,106
53.79,41.9,100.29,29.65,49.52,24.66,18.1,89
96.96,45.04,159.36,34.59,56.55,23.38,15.8,175
123.66,50.39,192.47,38.19,63.15,32.28,15.7,257
141.12,57.23,229.08,50.45,77.73,32.54,15,299
140.07,60.85,241.56,53.47,82.31,32.57,15.4,302
163.24,71.65,277.92,77.61,107.88,33.48,14.6,313
271.99,91.53,416.79,115.56,148.59,42.41,14.4,389
241.69,69.73,362.1,73.76,103.48,32.34,15.9,423
233.79,66.41,348.44,79.28,107.56,33.69,15.1,382
239.98,68.59,355.16,109.28,137.04,32.51,15.3,404
200.33,68.28,311.58,87.59,114.07,29.47,14.8,371
236.4,72.63,363.3,85.62,115.07,38.14,16.8,377
299.85,85.56,452.65,106.35,138.71,41.46,15.8,430
284.18,64.36,412.59,46.67,76.85,44.13,16.4,471
94.62,41.21,124.26,13.29,32.94,29.14,15.2,322
78.59,41.29,128.36,26.2,43.17,22.94,14.7,179
94.67,39.9,151.57,26.19,43.01,22.96,14.2,205
88.05,35.06,133.11,21.68,36,22.1,11.4,202
93.07,32.7,140.23,27.2,40.32,24.27,10.6,178
144,44.41,214.88,29.59,48.79,32.08,12.2,273
261.16,55.64,385.13,51.02,72.47,28.22,10.3,354
316.09,60.58,449.06,40.57,66.4,29.05,12.1,452
249.87,50.24,353.94,37.13,57.35,23.62,12.6,441
146.81,38.96,202.05,19.33,36.7,21.48,11.3,351
171.47,39.83,240.19,26.86,44.43,23.8,9.6,321
262.69,56.72,401.03,38.02,64.46,28.17,11.4,376
166.71,39.77,258.28,22.4,40.79,21.13,8.4,384
196.97,45.08,299.85,19.25,41.2,25.73,8.8,340
240.07,54.6,371.45,28.66,54.95,27.55,8.6,372
275.6,55.98,426.12,60.13,83.47,27.92,7.1,425
326.79,57.76,500.15,32.73,61.51,35.11,8.8,455
333.43,55.61,486.35,54.97,79.04,26.44,6.9,506
245.53,47.5,338.18,44.49,64.57,28.07,8.1,417
372.14,64.18,483.87,109.53,135,39.58,10.8,492
327.04,64.8,439.31,120.76,143.71,36.5,13.7,485
228.9,55.65,337.04,111.09,131.13,27.82,14.4,426
220.6,57.67,327.22,86.58,110.2,29.94,13.6,366
170.21,48.25,257.94,29.99,54.3,30.21,14.2,354
159.64,51.19,247.47,35.49,60.14,21.99,15.2,335
120.31,44.9,176.22,24.08,46.56,22.82,15,285
117.98,38.64,145.85,26.65,45.09,17.63,13.2,281
89.26,32.3,132.06,14.71,31.03,22,10.4,231
130.82,45.12,203.54,27.73,50.71,27.25,10.7,255
151.1,53.28,245.62,43.83,69.66,30.98,12,309
207.23,59.91,325.36,90.44,113.97,32.47,13.6,352
218.98,55.04,329.77,61.38,84.22,27.98,14.2,381
115.62,38.08,163.67,21.19,40.99,21.62,12.6,314
111.57,47.45,179.08,29.61,54.26,26.19,13.7,241
139.06,44.21,197.9,28.99,51.19,18.63,13.2,286
107.65,36.19,152.98,31.58,49.2,18.97,13.2,287
125.3,43.78,198.24,39.64,60.8,19.93,12.3,262
125.04,34.18,187.93,18.6,36.38,25.86,11,290
142.18,38.21,225.67,30.68,49.07,24.64,11.9,282
222.81,48.18,348.45,63.49,83.32,27.6,13.6,359
198.88,44.3,296.98,66,82.89,24.63,12.7,378
74.45,35.26,137.61,15.4,33.47,27.73,14.1,273
79.83,44,151.81,23.68,45.88,30.53,13.2,155
136.72,56.31,240.57,58.83,84.2,26.8,11.6,251
201.2,50.94,309.09,74.63,95.06,32.7,14.7,349
209.97,67.09,330.91,89.41,116.25,26.6,15.5,365
104.45,42.01,149.12,17.85,37.97,23.29,16,302
77.95,42.24,134.17,30.9,48.65,23.96,14.5,218
91.56,45.04,168.43,30.79,50.9,24.23,13.6,195
92.04,47.35,170.33,31.8,53.46,24.36,12.9,203
112.13,44.25,201.19,49.25,67.5,29.22,12.3,244
120.86,45.28,200.9,33.12,54.17,29.69,12.1,254
138.5,53.71,243.43,50.47,73.96,33.94,12.9,297
188.42,64.8,340.56,92.85,115.76,41,14.2,336
150.08,53.35,255.41,41.58,67.5,32.03,13.6,344
118.57,51.82,205.43,33.37,60.54,33.75,12.5,277
150.15,58.46,253.82,64.24,88.53,34.75,12.7,307
149.67,47.55,238.17,30.62,54.41,35.72,13.7,315
151.43,50.75,247.62,35.28,60.36,36.29,13.9,310
174.4,56.48,292.44,56.93,82.69,31.92,13.3,328
176.57,60.12,306.12,83.94,107.57,37.22,14.2,347
172.12,55.96,295.05,38.78,64.65,37.86,17.3,343
95.72,41.59,179.78,15.54,37.63,36.8,20,279
73.84,34.6,172.28,12.35,30.48,43.62,18.8,186
83.07,44.57,174.78,18.16,41.54,42.21,18.2,174
132.63,57.15,237.81,42.02,70.95,40.01,17.2,254
158.69,61.17,282.84,61.48,88.49,38.6,17.7,323
125.53,59.91,238.91,39.22,67.21,42.7,17.2,292
138.46,59.9,286.39,87.96,111.77,44.29,19.1,300
98.84,44.05,223.69,10.13,32.65,55.32,21.8,253
53.11,33.27,85.49,8.84,26.24,39.58,16.8,170
63.62,41.23,123.44,29.86,50.12,32.03,18.6,104
105.71,42.24,182.2,41.97,61.5,35.15,19.8,221
70.59,44.2,145.05,29.23,51.6,33.36,19.4,169
127.75,46.76,224.02,27.87,52.38,35.32,19.3,244
141.81,50.67,258.62,56.86,78.58,38.64,20.3,303
107.28,46.15,203.77,22.85,46.13,36.36,20.7,270
83.48,33.92,161.36,8.21,26.32,41.53,21.2,214
60.01,33.98,115.82,9.66,27.57,37.35,19.4,144
42.83,40.73,91.88,20.57,41.36,39.84,21.9,105
99.34,50.23,203.51,64.58,85.92,36.64,21.2,192
86.26,46.6,188.73,50.52,71.98,32.39,21.1,226
82.9,45.62,193.79,40.18,60.78,41.77,20.9,200
31.43,32.97,67.5,11.78,28.54,36.98,19.9,112
21.32,33.71,38.5,12.55,29.75,33.52,16.3,82
40.96,35.53,85.45,17.41,34.85,35.47,17.3,77
72.1,37.14,140.22,45.65,61.74,34.59,18,156
58.04,32.29,133.75,18.86,34.79,34.54,18.3,138
84.35,30.22,160.91,14.46,29.74,47.66,19.6,186
55.19,29.76,112.57,10.1,24.99,42.36,21.6,128
56.92,36.74,155.18,21.91,39.57,34.27,21.7,125
68.72,40.53,209.02,29.31,49,37.42,21.3,170
39.41,34.59,85.26,14.67,32.7,29.17,18.5,131
60.99,41.09,124.24,26.33,46.69,37.25,18.8,124
61.61,41.52,144.37,21.37,44.12,38.38,19.9,148
69.7,43.5,160.15,26.05,48.87,40.59,20.5,164
68.93,45.86,162.56,29.29,53.31,41.73,22.3,162
90.62,45.67,195.15,37.81,59.24,43.16,23.2,191
90.31,51.26,200.79,30.21,55.88,48.23,24.7,209
82.39,46.04,184.81,31.58,54.04,43.19,23.6,205
78.61,29.85,134.46,14.49,30.31,47.67,24,198
54.26,25.96,100.55,11.75,25.31,46.48,24.5,127
55.85,27.07,103.62,12.3,26.48,38.23,23.5,124
37.87,21.11,68.03,13.09,22.57,32.11,25.6,92
45.69,16.58,75.81,9.02,17.41,30.59,24.1,93
26.89,15.32,45.48,8.34,15.89,27.38,21.7,76
21.23,17.52,34.15,9.87,18.34,25.06,21.8,51
27.59,16.6,55.75,8.74,16.42,35.75,24.1,64
35.08,17.52,64.66,8.29,16.62,40.26,23,74
35.31,18.03,67.01,9.36,18.01,40.96,24.5,81
32.88,19.17,65.84,10.4,19.26,35.06,25.6,80
28.51,17.18,61.06,9.91,17.72,39.47,24.8,78
31.36,20.07,62.69,9.29,19.33,46.82,23.2,84
40.79,22.38,77.64,10.07,21.19,41.26,24,90
51.79,24.42,96.88,10.99,22.78,44.55,25.6,103
59.91,24.37,114.88,11.05,22.68,44.16,28.9,134
33.12,19.27,94.02,8.5,17.38,42.65,26.7,100
29.7,18.56,79.04,8.38,16.51,45.8,25.8,91
36.13,21.37,76.32,8.49,18.16,48.34,24.6,89
57.67,27.12,112.93,9.8,23.3,40.36,27.3,111
53.03,23.64,118.1,9.54,21.9,49.51,29.4,126
38.57,17.59,92.7,5.48,14.66,50.15,28.7,102
60.6,23.4,136.77,7.16,19.83,41.07,30.7,119
58.22,25.71,144.7,8.83,22.96,40.74,31.1,134
58.31,24.55,190.98,10.37,24.05,38.22,31.2,152
69.8,25.01,191.17,11.86,25.66,41.87,30.1,172
26.93,15.83,89.58,8.12,16.95,53.53,31.2,123
29.09,15.45,102.53,8.45,17.02,49.14,28.2,102
35.49,19.72,73.86,10.13,20.82,40.53,27.3,95
52.86,24.56,113.25,12.38,25.55,32.67,26.4,115
37.17,19.64,87.27,8.89,19.57,48.56,27.2,102
58.25,24.79,130.99,10.78,24.17,46.94,28.2,122
54.71,24.83,127.82,9.42,22.92,43.99,28.3,129
65.91,25.62,138.46,11,24.87,47.98,29.7,143
33.09,18.68,85.83,9.6,19.91,54.53,30.3,121
40.24,17.45,117.1,8.42,17.77,47.16,24.4,119
27.18,14.8,53.02,8.28,16.38,53.43,27.1,98
41.75,17.35,80.36,10.32,20.03,58.96,28.9,105
55.18,20.11,114.91,12.66,22.66,58.57,30.1,123
49.96,17.61,115.63,12.73,20.45,59.55,31.1,128
61.04,18.46,143.11,11.8,20.45,56.81,31.8,140
34.67,14.36,107.36,12.81,19.49,60.45,31.2,127
32.56,15.14,83.02,12.72,21.57,49.04,27.2,110
26.63,16.95,60.59,12.86,20.79,50.56,28.4,92
56.24,21.36,115.91,13.93,24.06,52.12,30.7,117
58.44,21.88,169.61,13.75,25.58,53.95,29.3,139
36.02,17.97,88.35,10.31,18.92,73.11,29.4,140
51.09,21.66,120.82,10.02,20.69,74.28,32.2,138
54.18,17.65,126.9,9.47,19.17,76.32,33.5,142
44.3,16.46,110.39,5.21,14.47,63.71,27.7,127
43.26,19.53,93.49,4.8,15.6,64.6,29.3,113
43.19,18.49,94.4,4.42,14.62,64.1,31.2,122
68.8,21.34,159.2,5.09,16.74,52.2,30.2,132
56.17,25.12,126.53,9.04,21.86,50.22,30.8,154
47.44,23.45,101.93,6.76,18.9,53.08,31.8,125
81.87,26.17,151.8,6.11,19.89,63.12,31.8,175
98.63,31.96,187.24,9.24,26.01,59.79,32.1,202
101.02,34.76,192.68,11.31,29.28,53.55,32.1,222
106.63,42.67,208.65,16.68,38.49,57.05,32.3,238
67.8,32.8,155.41,8.79,25.93,62.34,32.7,196
55.92,31.36,163.77,9.67,25.81,62.56,33.2,149
94.37,45.36,213.47,17.16,40.17,55.45,34.4,199
74.92,42.43,209.49,16.74,37.85,41.87,38.6,202
55.37,27.35,179.3,8.13,21.76,53.31,36.4,174
61.46,30.92,162.41,9.3,25,54.74,36,157
55.38,37.79,190.11,19.09,37.41,38.73,37.6,153
43.22,26.95,161.76,7.58,21.37,66.77,37.5,156
39.07,17.1,229.55,4.89,13.26,55.92,32.8,174
24.62,19.02,66.66,5.14,14.69,47.48,28.4,129
23.09,18.51,53.19,5.04,14.11,50.29,29.2,84
21.51,17.05,40.43,5.02,13.15,42.29,25.8,80
41.05,22.99,80.47,5.87,17.6,50.57,29.4,100
45.9,24.78,98.32,7.25,19.94,50.06,30.9,123
50.62,28.02,114.01,7.07,21.64,52.16,30.5,123
68.24,34.11,143.79,11.87,29.57,39.14,29.7,144
42.43,25.87,87.05,7.6,20.45,44.83,29.1,126
35.14,21.25,80.49,5.85,16.37,51.46,30.9,102
39.99,22.65,91.17,6.5,17.92,45.4,29.3,104
46.9,25.81,103.27,7.94,21.44,51.77,31.8,112
64.77,32.01,148.67,11.04,28.36,49.14,34.3,138
58.9,34.31,156.29,16.38,35.09,40.8,34,154
54.69,30.94,134.36,12.37,30,40.63,34.8,142
64,30.05,152.7,12.41,29.74,43.37,35.6,152
52.36,25.46,129.33,8.9,22.93,34.95,32.6,132
71.08,26.01,150.28,8.19,22.01,38.86,35,147
48.69,25.95,120.23,7.8,21.79,48.39,35.7,130
39.87,24.58,107.99,7.35,19.98,51.4,35.8,126
34.35,16.94,92.58,5.47,14.73,48.72,35.9,110
36.84,18.32,100.62,6.02,15.69,47.98,37.1,107
57.6,17.78,205.56,6.58,15.57,40.95,36.6,132
35.96,20.37,108.73,6.53,17.92,36.24,31.1,158
39.7,23.7,95.63,7.21,19.89,33.92,31.9,105
39.47,20.61,77.48,5.67,17.46,42.76,32,104
29.02,16.39,64.12,6.22,15.33,28.64,33.4,85
30.91,16.84,62.61,6.63,15.72,24.77,31.1,71
38.37,21.41,77.76,9.33,21.17,25.92,31.8,86
50.01,22.06,112.08,9.67,21.75,24.82,32.9,104
39.8,21.46,155.94,10.88,22.47,18.88,34.8,112
59.52,21.6,308.65,12.67,23.86,18.05,36.9,196
44.86,21.57,184.12,10.5,21.94,26.61,35.9,233
39.8,17.96,91.98,5.99,15.44,37.29,33.2,114
54.01,21.05,128.66,6.33,16.81,29.73,34.2,101
,,,,,,36,
,,,,,,36.2,
,,,,,,34.9,
,,,,,,28.4,
,,,,,,31.7,
,,,,,,30.9,
,,,,,,31.6,
,,,,,,33.1,
,,,,,,34,
,,,,,,31.8,
,,,,,,30.6,
,,,,,,32.4,
,,,,,,33.9,
,,,,,,32.7,
,,,,,,31.2,
,,,,,,31.9,
,,,,,,32.3,
,,,,,,29.6,
,,,,,,28.8,
,,,,,,26.3,
,,,,,,26.2,
,,,,,,30,
,,,,,,31.2,
,,,,,,31.7,
,,,,,,32.7,
,,,,,,34.1,
,,,,,,34.4,
,,,,,,30.8,
,,,,,,29.7,
,,,,,,31.5,
,,,,,,30.7,
,,,,,,32.9,
,,,,,,33.5,
,,,,,,32.9,
,,,,,,30.9,
,,,,,,32.7,
,,,,,,33.1,
,,,,,,33.9,
,,,,,,31.3,
,,,,,,31.6,
,,,,,,31.8,
,,,,,,32,
,,,,,,26.8,
,,,,,,29.7,
,,,,,,31.7,
,,,,,,32,
,,,,,,30.4,
,,,,,,31,
,,,,,,26.6,
,,,,,,26.2,
,,,,,,30.7,
,,,,,,31.2,
,,,,,,30.4,
,,,,,,29.9,
,,,,,,30,
,,,,,,31.3,
,,,,,,31.8,
,,,,,,28.3,
,,,,,,30.8,
,,,,,,29.1,
,,,,,,29.4,
,,,,,,30.9,
,,,,,,31.3,
,,,,,,32,
,,,,,,31.3,
,,,,,,30.8,
,,,,,,30.6,
,,,,,,29.7,
,,,,,,31.3,
,,,,,,31.5,
,,,,,,31.1,
,,,,,,30.9,
,,,,,,32.9,
,,,,,,32.8,
,,,,,,32.7,
,,,,,,32.7,
,,,,,,33.3,
,,,,,,33.7,
,,,,,,34.3,
,,,,,,33.3,
,,,,,,32.9,
,,,,,,32.9,
,,,,,,32.9,
,,,,,,32.7,
,,,,,,31.5,
,,,,,,32.1,
,,,,,,30.3,
,,,,,,31.1,
,,,,,,30.8,
,,,,,,30.9,
,,,,,,30.1,
,,,,,,30.5,
,,,,,,29.9,
,,,,,,29.5,
,,,,,,28.6,
,,,,,,28.7,
,,,,,,28.7,
,,,,,,29.3,
,,,,,,28.9,
,,,,,,28.9,
,,,,,,28.8,
,,,,,,28.7,
,,,,,,28.5,
,,,,,,29.3,
,,,,,,30,
,,,,,,28.1,
,,,,,,27.2,
,,,,,,26.7,
,,,,,,27.3,
,,,,,,25.4,
,,,,,,25.7,
,,,,,,26.6,
,,,,,,25.9,
,,,,,,25.2,
,,,,,,24.7,
,,,,,,25.8,
,,,,,,24.9,
,,,,,,24.2,
,,,,,,23.2,
,,,,,,21.3,
,,,,,,21.9,
,,,,,,23.3,
,,,,,,22.1,
,,,,,,19.1,
,,,,,,19.7,
,,,,,,19.9,
,,,,,,21.3,
,,,,,,19.9,
,,,,,,19.4,
,,,,,,18.4,
,,,,,,18.7,
,,,,,,19.4,
,,,,,,19.6,
,,,,,,19.9,
,,,,,,21.7,
,,,,,,20.7,
,,,,,,21.4,
,,,,,,21.4,
,,,,,,19.5,
,,,,,,17.2,
,,,,,,17.6,
,,,,,,16.6,
,,,,,,15.6,
,,,,,,15,
,,,,,,15.6,
,,,,,,15.6,
,,,,,,17.5,
,,,,,,18.6,
,,,,,,18.4,
,,,,,,16.5,
,,,,,,16.1,
,,,,,,15.7,
,,,,,,17.1,
,,,,,,16.7,
,,,,,,16.7,
,,,,,,17.3,
,,,,,,18,
,,,,,,18.3,
,,,,,,18.3,
,,,,,,17.7,
,,,,,,18.2,
,,,,,,18.3,
,,,,,,18.2,
,,,,,,16.8,
,,,,,,14.4,
,,,,,,10.6,
,,,,,,10.9,
,,,,,,11.9,
,,,,,,9,
,,,,,,11.9,
,,,,,,14.1,
,,,,,,12.9,
,,,,,,13.9,
,,,,,,13.9,
,,,,,,12.8,
,,,,,,14.4,
,,,,,,13,
,,,,,,13.3,
,,,,,,15,
,,,,,,11.8,
,,,,,,10.8,
,,,,,,9.1,
,,,,,,10.7,
,,,,,,10.4,
,,,,,,12.4,
,,,,,,13.3,
,,,,,,16.8,
,,,,,,17.7,
,,,,,,17.1,
,,,,,,15.5,
,,,,,,13.6,
,,,,,,15.4,
,,,,,,11.7,
,,,,,,11.9,
,,,,,,7.6,
,,,,,,9.7,
,,,,,,12.2,
,,,,,,11.9,
,,,,,,11.5,
,,,,,,11.2,
,,,,,,14.9,
,,,,,,13.4,
,,,,,,13.1,
,,,,,,13.9,
,,,,,,12.1,
,,,,,,13.8,
,,,,,,11.3,
,,,,,,11.8,
,,,,,,12.3,
,,,,,,12.1,
,,,,,,11.4,
,,,,,,11.7,
,,,,,,13.3,
,,,,,,12.3,
,,,,,,15.3,
,,,,,,16.5,
,,,,,,20.2,
,,,,,,15.9,
,,,,,,14.6,
,,,,,,14.2,
,,,,,,16.5,
,,,,,,16.1,
,,,,,,15.3,
,,,,,,21.7,
,,,,,,18.2,
,,,,,,18.2,
,,,,,,21.1,
,,,,,,20,
,,,,,,20.6,
,,,,,,21.2,
,,,,,,20.1,
,,,,,,20,
,,,,,,19.4,
,,,,,,18.3,
,,,,,,16.9,
,,,,,,21.5,
,,,,,,22.8,
,,,,,,23.3,
,,,,,,24.3,
,,,,,,25.3,
,,,,,,25.4,
,,,,,,24.8,
,,,,,,22.5,
,,,,,,23.6,
,,,,,,23,
,,,,,,24.8,
,,,,,,25.3,
,,,,,,24.2,
,,,,,,27.2,
,,,,,,26,
,,,,,,27.5,
,,,,,,26.2,
,,,,,,27.1,
,,,,,,25,
,,,,,,25,
,,,,,,24.6,
,,,,,,24.3,
,,,,,,24.6,
,,,,,,25.3,
,,,,,,25.4,
,,,,,,25.7,
,,,,,,25.5,
,,,,,,26.4,
,,,,,,26.3,
,,,,,,24.4,
,,,,,,26.8,
,,,,,,23.8,
,,,,,,24.3,
,,,,,,26.2,
,,,,,,27.5,
,,,,,,29.7,
,,,,,,29.7,
,,,,,,28.6,
,,,,,,27.5,
,,,,,,26,
,,,,,,24.8,
,,,,,,26.3,
,,,,,,29,
,,,,,,29.8,
,,,,,,29.1,
,,,,,,27.4,
,,,,,,26.5,
,,,,,,27.3,
,,,,,,28.3,
,,,,,,29.3,
,,,,,,30.2,
,,,,,,30.7,
,,,,,,31.1,
,,,,,,29.8,
,,,,,,27.4,
,,,,,,28,
,,,,,,29.1,
,,,,,,27.5,
,,,,,,26.9,
,,,,,,27.4,
,,,,,,26.6,
,,,,,,26.5,
,,,,,,28.3,
,,,,,,29.5,
,,,,,,31.6,
,,,,,,32.7,
,,,,,,33.1,
,,,,,,32.3,
,,,,,,33.2,
,,,,,,31.9,
,,,,,,31.5,
,,,,,,32.7,
,,,,,,32.7,
,,,,,,30.7,
,,,,,,28.7,
,,,,,,31,
,,,,,,31.4,
,,,,,,31.4,
,,,,,,32.3,
,,,,,,31.1,
,,,,,,28.9,
,,,,,,30.3,
,,,,,,30.7,
,,,,,,31.4,
,,,,,,31.8,
,,,,,,28.9,
,,,,,,22.3,
,,,,,,25.7,
,,,,,,26,
,,,,,,27.8,
,,,,,,28,
,,,,,,29.4,
,,,,,,31.4,
,,,,,,32,
,,,,,,32.5,
,,,,,,32.5,
,,,,,,32.6,
,,,,,,32.1,
,,,,,,31.4,
,,,,,,27.2,
,,,,,,30.9,
,,,,,,31.4,
,,,,,,31.3,
,,,,,,30.5,
,,,,,,31.5,
,,,,,,33.9,
,,,,,,36,
,,,,,,36.8,
,,,,,,34.8,
,,,,,,32.1,
,,,,,,31,
,,,,,,30.9,
,,,,,,32.9,
,,,,,,32.5,
,,,,,,29.9,
,,,,,,31.2,
,,,,,,31,
,,,,,,30,
,,,,,,29.8,
,,,,,,32.6,
,,,,,,34.3,
,,,,,,34.5,
,,,,,,32.8,
,,,,,,32.3,
,,,,,,31.6,
,,,,,,33.3,
,,,,,,34.1,
,,,,,,35.6,
,,,,,,36.6,
,,,,,,37.4,
,,,,,,35.1,
,,,,,,31.6,
,,,,,,32.6,
,,,,,,34.1,
,,,,,,35.1,
,,,,,,36.3,
,,,,,,35.6,
,,,,,,33.2,
,,,,,,34.6,
,,,,,,33.5,
,,,,,,31.7,
,,,,,,28.4,
,,,,,,27.2,
,,,,,,31.3,
,,,,,,33.2,
,,,,,,33.9,
,,,,,,31.1,
,,,,,,26.1,
,,,,,,27.4,
,,,,,,29.9,
,,,,,,30.6,
,,,,,,30.5,
,,,,,,31.6,
,,,,,,33.1,
,,,,,,31.7,
,,,,,,29.5,
,,,,,,26.6,
,,,,,,27.6,
,,,,,,27.4,
,,,,,,30.3,
,,,,,,28.6,
,,,,,,29.5,
,,,,,,30.7,
,,,,,,30.7,
,,,,,,31.3,
,,,,,,31.8,
,,,,,,30.8,
,,,,,,28.9,
,,,,,,29.4,
,,,,,,31.4,
,,,,,,32.3,
,,,,,,32.3,
,,,,,,32.8,
,,,,,,32.8,
,,,,,,32.9,
,,,,,,32.9,
,,,,,,33.4,
,,,,,,33.1,
,,,,,,32.3,
,,,,,,28.5,
,,,,,,27.8,
,,,,,,30.1,
,,,,,,31.2,
,,,,,,31.2,
,,,,,,33.1,
,,,,,,31.7,
,,,,,,31.5,
,,,,,,31.4,
,,,,,,30.4,
,,,,,,30.4,
,,,,,,27.4,
,,,,,,26.8,
,,,,,,27.6,
,,,,,,31,
,,,,,,28.4,
,,,,,,31,
,,,,,,31.2,
,,,,,,30.6,
,,,,,,29.6,
,,,,,,30.2,
,,,,,,28.3,
,,,,,,25.1,
,,,,,,28,
,,,,,,27.6,
,,,,,,30.2,
,,,,,,31.3,
,,,,,,26.1,
,,,,,,28.3,
,,,,,,29.6,
,,,,,,30.1,
,,,,,,30.6,
,,,,,,30,
,,,,,,28.3,
,,,,,,28.4,
,,,,,,28.2,
,,,,,,28.8,
,,,,,,29.1,
,,,,,,29.7,
,,,,,,30.3,
,,,,,,30.6,
,,,,,,30.3,
,,,,,,29.8,
,,,,,,30.3,
,,,,,,30.4,
,,,,,,31.2,
,,,,,,30.3,
,,,,,,30.7,
,,,,,,28.4,
,,,,,,28.6,
,,,,,,28.8,
,,,,,,28.9,
,,,,,,28.7,
,,,,,,28.5,
,,,,,,27,
,,,,,,26,
,,,,,,26.1,
,,,,,,27,
,,,,,,24.2,
,,,,,,22.1,
,,,,,,25.6,
,,,,,,25.3,
,,,,,,24.3,
,,,,,,24.6,
,,,,,,24.6,
,,,,,,23.9,
,,,,,,22.2,
,,,,,,21.6,
,,,,,,21.1,
,,,,,,21.2,
,,,,,,21.1,
,,,,,,21.5,
,,,,,,21.7,
,,,,,,21.6,
,,,,,,21.4,
,,,,,,21.6,
,,,,,,20.9,
,,,,,,20.2,
,,,,,,20.3,
,,,,,,20.4,
,,,,,,20.2,
,,,,,,20.3,
,,,,,,20.6,
,,,,,,19,
,,,,,,18.9,
,,,,,,18.8,
,,,,,,18.1,
,,,,,,17.7,
,,,,,,17.5,
,,,,,,17.2,
,,,,,,17.8,
,,,,,,18.3,
,,,,,,18.4,
,,,,,,18.3,
,,,,,,18.3,
,,,,,,17.7,
,,,,,,17.1,
,,,,,,17.5,
,,,,,,17.7,
,,,,,,17.6,
,,,,,,17.8,
,,,,,,17.2,
,,,,,,17,
,,,,,,16.8,
,,,,,,16.9,
,,,,,,17.4,
